Car_Name,Year of buying,owner,seats,engine,max_power,torque,mileage(kmph),fuel type,fuel_unitPrice,pickup location,drop location,travelling distance(km),total_litres,fuel price,owner_name,car_number,price
Car_184,2020,Second Owner,7,1800 CC,88 bhp,150 Nm,18,Diesel,90,Behala,Dumdum,236,13,1288,Owner_184,WB0184,1304.0
Car_185,2017,First Owner,5,1200 CC,115 bhp,150 Nm,19,Petrol,106,Behala,Behala,190,5,1321,Owner_185,WB0185,1137.0
Car_186,2018,Third Owner,7,2000 CC,97 bhp,150 Nm,19,Petrol,99,Howrah,Behala,55,19,1061,Owner_186,WB0186,464.5
Car_187,2018,First Owner,7,1800 CC,137 bhp,150 Nm,22,Diesel,105,Park Street,Behala,89,18,804,Owner_187,WB0187,703.5
Car_188,2017,Third Owner,5,1500 CC,84 bhp,150 Nm,21,CNG,105,Dumdum,Behala,144,11,1076,Owner_188,WB0188,958.0
Car_189,2017,Second Owner,4,1800 CC,106 bhp,150 Nm,22,Diesel,97,Salt Lake,Salt Lake,269,10,988,Owner_189,WB0189,1575.5
Car_190,2017,Third Owner,5,1800 CC,70 bhp,150 Nm,24,Petrol,96,Behala,Park Street,256,11,957,Owner_190,WB0190,1415.0
Car_191,2018,Third Owner,7,1200 CC,136 bhp,150 Nm,18,Petrol,95,Salt Lake,Park Street,168,19,1304,Owner_191,WB0191,999.0
Car_192,2021,First Owner,4,1800 CC,93 bhp,150 Nm,16,CNG,105,Park Street,Dumdum,212,7,1470,Owner_192,WB0192,1213.0
Car_193,2018,First Owner,5,1500 CC,96 bhp,150 Nm,12,Diesel,109,Park Street,Salt Lake,121,18,878,Owner_193,WB0193,795.5
Car_194,2023,Third Owner,5,1200 CC,109 bhp,150 Nm,23,Diesel,105,Salt Lake,Behala,128,7,886,Owner_194,WB0194,910.0
Car_195,2015,First Owner,5,1200 CC,132 bhp,150 Nm,20,Diesel,96,Dumdum,Behala,26,17,965,Owner_195,WB0195,244.0
Car_196,2022,Second Owner,4,2000 CC,130 bhp,150 Nm,24,Petrol,98,Park Street,Howrah,236,15,923,Owner_196,WB0196,1387.0
Car_197,2021,Second Owner,7,2000 CC,105 bhp,150 Nm,18,Diesel,103,Salt Lake,Howrah,126,5,1103,Owner_197,WB0197,865.0
Car_198,2016,First Owner,5,1800 CC,93 bhp,150 Nm,13,CNG,100,Behala,Dumdum,52,8,1429,Owner_198,WB0198,442.0
Car_199,2022,Second Owner,5,2000 CC,93 bhp,150 Nm,17,Petrol,103,Salt Lake,Behala,124,16,1220,Owner_199,WB0199,844.0
Car_200,2015,First Owner,5,2000 CC,73 bhp,150 Nm,13,Petrol,96,Salt Lake,Dumdum,292,6,1257,Owner_200,WB0200,1672.0
Car_201,2023,Third Owner,5,2000 CC,136 bhp,150 Nm,12,Diesel,90,Howrah,Salt Lake,46,14,984,Owner_201,WB0201,456.0
Car_202,2023,Third Owner,5,1200 CC,103 bhp,150 Nm,18,CNG,102,Park Street,Park Street,122,12,1085,Owner_202,WB0202,798.0
Car_203,2016,Second Owner,7,1200 CC,126 bhp,150 Nm,24,Petrol,109,Dumdum,Behala,44,7,631,Owner_203,WB0203,394.0
Car_204,2021,First Owner,7,1200 CC,118 bhp,150 Nm,13,Petrol,92,Dumdum,Salt Lake,141,11,669,Owner_204,WB0204,988.5
Car_205,2017,First Owner,5,2000 CC,122 bhp,150 Nm,24,Diesel,109,Howrah,Behala,237,11,1339,Owner_205,WB0205,1376.5
Car_206,2021,Second Owner,4,1200 CC,92 bhp,150 Nm,13,Diesel,93,Dumdum,Howrah,156,16,1273,Owner_206,WB0206,893.0
Car_207,2023,Third Owner,7,2000 CC,138 bhp,150 Nm,24,CNG,100,Salt Lake,Dumdum,131,13,451,Owner_207,WB0207,853.5
Car_208,2018,Second Owner,4,1200 CC,122 bhp,150 Nm,22,Diesel,91,Howrah,Howrah,90,10,515,Owner_208,WB0208,762.0
Car_209,2015,Third Owner,7,1200 CC,131 bhp,150 Nm,16,CNG,103,Behala,Park Street,182,5,937,Owner_209,WB0209,1086.0
Car_210,2016,First Owner,5,1500 CC,110 bhp,150 Nm,16,Petrol,101,Park Street,Howrah,163,12,940,Owner_210,WB0210,973.5
Car_211,2015,Third Owner,7,1800 CC,126 bhp,150 Nm,18,CNG,106,Park Street,Behala,159,5,1442,Owner_211,WB0211,915.5
Car_212,2019,Second Owner,5,2000 CC,129 bhp,150 Nm,12,CNG,101,Park Street,Howrah,67,7,1214,Owner_212,WB0212,546.5
Car_213,2019,First Owner,7,1500 CC,123 bhp,150 Nm,19,CNG,101,Salt Lake,Behala,72,15,1190,Owner_213,WB0213,583.0
Car_214,2021,Second Owner,5,1200 CC,139 bhp,150 Nm,14,Petrol,90,Behala,Park Street,165,9,1017,Owner_214,WB0214,997.5
Car_215,2023,Second Owner,5,2000 CC,126 bhp,150 Nm,15,Diesel,102,Howrah,Howrah,177,12,818,Owner_215,WB0215,1005.5
Car_216,2023,Third Owner,5,1200 CC,79 bhp,150 Nm,20,Petrol,103,Howrah,Dumdum,175,13,708,Owner_216,WB0216,1021.5
Car_217,2017,Second Owner,5,1800 CC,109 bhp,150 Nm,15,Diesel,91,Park Street,Dumdum,94,19,1263,Owner_217,WB0217,790.0
Car_218,2017,Third Owner,4,1500 CC,76 bhp,150 Nm,21,CNG,101,Behala,Dumdum,146,11,585,Owner_218,WB0218,1041.0
Car_219,2017,First Owner,5,1800 CC,107 bhp,150 Nm,23,CNG,105,Behala,Howrah,198,13,660,Owner_219,WB0219,1171.0
Car_220,2018,Third Owner,4,1500 CC,130 bhp,150 Nm,16,CNG,93,Behala,Howrah,11,15,559,Owner_220,WB0220,175.5
Car_221,2022,First Owner,4,1200 CC,72 bhp,150 Nm,18,CNG,97,Dumdum,Howrah,115,7,1269,Owner_221,WB0221,816.5
Car_222,2020,Third Owner,5,1800 CC,120 bhp,150 Nm,15,CNG,91,Dumdum,Behala,81,17,1161,Owner_222,WB0222,689.5
Car_223,2022,Second Owner,4,1800 CC,116 bhp,150 Nm,12,Diesel,99,Park Street,Park Street,135,9,623,Owner_223,WB0223,953.5
Car_224,2015,Third Owner,7,1200 CC,137 bhp,150 Nm,20,Diesel,98,Behala,Dumdum,179,14,579,Owner_224,WB0224,1009.5
Car_225,2022,Third Owner,5,1800 CC,145 bhp,150 Nm,15,CNG,104,Behala,Behala,214,12,419,Owner_225,WB0225,1262.0
Car_226,2018,First Owner,4,2000 CC,107 bhp,150 Nm,20,Petrol,102,Howrah,Dumdum,204,16,1031,Owner_226,WB0226,1142.0
Car_227,2015,Second Owner,5,1500 CC,105 bhp,150 Nm,17,Petrol,106,Howrah,Behala,167,5,457,Owner_227,WB0227,1017.5
Car_228,2022,Third Owner,5,1500 CC,110 bhp,150 Nm,12,CNG,105,Park Street,Howrah,150,12,1122,Owner_228,WB0228,976.0
Car_229,2018,Second Owner,5,1500 CC,138 bhp,150 Nm,23,Diesel,91,Behala,Dumdum,284,11,1014,Owner_229,WB0229,1608.0
Car_230,2020,Third Owner,4,2000 CC,82 bhp,150 Nm,14,Petrol,109,Park Street,Howrah,16,5,961,Owner_230,WB0230,165.0
Car_231,2022,Third Owner,7,1500 CC,127 bhp,150 Nm,22,Petrol,109,Howrah,Dumdum,63,17,773,Owner_231,WB0231,498.5
Car_232,2018,Second Owner,7,1200 CC,119 bhp,150 Nm,13,Petrol,103,Howrah,Salt Lake,113,17,1021,Owner_232,WB0232,804.5
Car_233,2017,Third Owner,4,1800 CC,99 bhp,150 Nm,20,CNG,92,Dumdum,Behala,70,14,487,Owner_233,WB0233,544.0
Car_234,2023,Second Owner,5,2000 CC,131 bhp,150 Nm,23,Petrol,101,Park Street,Salt Lake,96,16,1443,Owner_234,WB0234,769.0
Car_235,2017,Third Owner,4,1500 CC,94 bhp,150 Nm,12,Petrol,97,Park Street,Behala,267,14,1413,Owner_235,WB0235,1562.5
Car_236,2023,First Owner,4,1200 CC,96 bhp,150 Nm,24,Petrol,91,Behala,Park Street,187,19,413,Owner_236,WB0236,1050.5
Car_237,2016,Second Owner,4,1800 CC,120 bhp,150 Nm,20,Petrol,93,Behala,Dumdum,251,16,532,Owner_237,WB0237,1392.5
Car_238,2016,Third Owner,5,1800 CC,147 bhp,150 Nm,20,Diesel,103,Dumdum,Park Street,212,10,1457,Owner_238,WB0238,1246.0
Car_239,2016,Third Owner,4,2000 CC,126 bhp,150 Nm,19,CNG,105,Salt Lake,Park Street,40,5,1291,Owner_239,WB0239,343.0
Car_240,2020,First Owner,5,2000 CC,116 bhp,150 Nm,19,CNG,108,Salt Lake,Behala,298,6,991,Owner_240,WB0240,1652.0
Car_241,2017,Second Owner,4,2000 CC,108 bhp,150 Nm,22,Diesel,91,Salt Lake,Salt Lake,89,9,982,Owner_241,WB0241,686.5
Car_242,2023,Third Owner,7,1200 CC,85 bhp,150 Nm,23,Diesel,101,Park Street,Howrah,20,6,688,Owner_242,WB0242,182.0
Car_243,2018,First Owner,4,1200 CC,91 bhp,150 Nm,12,CNG,103,Park Street,Behala,263,18,1412,Owner_243,WB0243,1448.5
Car_244,2015,Third Owner,4,2000 CC,123 bhp,150 Nm,22,Petrol,95,Howrah,Howrah,296,14,1278,Owner_244,WB0244,1717.0
Car_245,2018,Second Owner,7,1500 CC,90 bhp,150 Nm,19,Petrol,102,Park Street,Park Street,185,5,406,Owner_245,WB0245,1106.5
Car_246,2015,Third Owner,5,1800 CC,141 bhp,150 Nm,21,CNG,93,Park Street,Howrah,135,10,639,Owner_246,WB0246,958.5
Car_247,2019,Third Owner,5,1800 CC,85 bhp,150 Nm,14,Petrol,107,Park Street,Salt Lake,56,12,935,Owner_247,WB0247,515.0
Car_248,2018,Third Owner,4,1200 CC,128 bhp,150 Nm,22,Diesel,101,Dumdum,Behala,215,12,469,Owner_248,WB0248,1259.5
Car_249,2022,Third Owner,7,1800 CC,100 bhp,150 Nm,18,Petrol,109,Park Street,Salt Lake,116,17,615,Owner_249,WB0249,800.0
Car_250,2022,First Owner,5,1500 CC,111 bhp,150 Nm,22,Petrol,108,Behala,Salt Lake,284,17,1477,Owner_250,WB0250,1564.0
Car_251,2021,First Owner,4,1800 CC,143 bhp,150 Nm,12,Petrol,97,Behala,Behala,132,12,1205,Owner_251,WB0251,858.0
Car_252,2017,Second Owner,7,1200 CC,101 bhp,150 Nm,12,CNG,96,Howrah,Salt Lake,143,15,729,Owner_252,WB0252,1018.5
Car_253,2015,First Owner,5,1200 CC,128 bhp,150 Nm,21,Diesel,105,Dumdum,Dumdum,116,10,1247,Owner_253,WB0253,777.0
Car_254,2015,First Owner,5,1500 CC,103 bhp,150 Nm,24,Petrol,108,Behala,Dumdum,59,15,444,Owner_254,WB0254,476.5
Car_255,2017,Second Owner,7,1500 CC,78 bhp,150 Nm,16,CNG,95,Dumdum,Dumdum,104,7,1228,Owner_255,WB0255,689.0
Car_256,2020,First Owner,7,1800 CC,80 bhp,150 Nm,16,Petrol,109,Dumdum,Howrah,277,5,597,Owner_256,WB0256,1589.5
Car_257,2021,First Owner,7,1800 CC,79 bhp,150 Nm,19,Diesel,100,Howrah,Salt Lake,32,6,1295,Owner_257,WB0257,284.0
Car_258,2020,Second Owner,7,1200 CC,86 bhp,150 Nm,18,Petrol,94,Dumdum,Behala,63,9,731,Owner_258,WB0258,518.5
Car_259,2020,Second Owner,4,1500 CC,137 bhp,150 Nm,19,Diesel,105,Park Street,Behala,263,17,1095,Owner_259,WB0259,1495.5
Car_260,2020,Second Owner,7,1500 CC,117 bhp,150 Nm,17,Petrol,96,Dumdum,Howrah,244,14,426,Owner_260,WB0260,1419.0
Car_261,2017,Third Owner,5,1500 CC,121 bhp,150 Nm,17,Diesel,94,Howrah,Behala,68,9,717,Owner_261,WB0261,594.0
Car_262,2020,Third Owner,5,1800 CC,94 bhp,150 Nm,13,Petrol,100,Howrah,Dumdum,173,14,764,Owner_262,WB0262,976.5
Car_263,2022,Second Owner,4,1500 CC,90 bhp,150 Nm,17,Diesel,104,Howrah,Salt Lake,268,18,1359,Owner_263,WB0263,1476.0
Car_264,2016,Second Owner,5,1200 CC,134 bhp,150 Nm,16,Petrol,92,Behala,Behala,225,5,772,Owner_264,WB0264,1287.5
Car_265,2019,Second Owner,5,1200 CC,132 bhp,150 Nm,24,Petrol,94,Park Street,Behala,192,5,644,Owner_265,WB0265,1095.0
Car_266,2015,Third Owner,7,1800 CC,120 bhp,150 Nm,14,CNG,94,Behala,Park Street,66,19,877,Owner_266,WB0266,562.0
Car_267,2015,Third Owner,5,2000 CC,105 bhp,150 Nm,17,CNG,98,Salt Lake,Park Street,154,13,524,Owner_267,WB0267,882.0
Car_268,2019,First Owner,4,1800 CC,135 bhp,150 Nm,19,Diesel,104,Park Street,Park Street,99,6,936,Owner_268,WB0268,792.5
Car_269,2017,First Owner,7,2000 CC,84 bhp,150 Nm,20,Petrol,92,Dumdum,Salt Lake,54,11,1105,Owner_269,WB0269,405.0
Car_270,2018,Second Owner,7,1500 CC,108 bhp,150 Nm,12,Diesel,95,Howrah,Dumdum,266,14,930,Owner_270,WB0270,1495.0
Car_271,2017,Third Owner,4,1800 CC,139 bhp,150 Nm,14,CNG,106,Salt Lake,Dumdum,30,8,1185,Owner_271,WB0271,261.0
Car_272,2015,Third Owner,7,1200 CC,70 bhp,150 Nm,14,Diesel,97,Park Street,Dumdum,30,11,653,Owner_272,WB0272,306.0
Car_273,2015,Third Owner,7,1500 CC,92 bhp,150 Nm,22,Diesel,100,Behala,Salt Lake,61,12,520,Owner_273,WB0273,467.5
Car_274,2019,Second Owner,4,1200 CC,108 bhp,150 Nm,19,CNG,95,Howrah,Salt Lake,180,9,1455,Owner_274,WB0274,1016.0
Car_275,2020,First Owner,7,1500 CC,126 bhp,150 Nm,12,Petrol,97,Behala,Park Street,76,17,1060,Owner_275,WB0275,583.0
Car_276,2017,Second Owner,4,1800 CC,103 bhp,150 Nm,16,Diesel,99,Park Street,Behala,122,16,1460,Owner_276,WB0276,878.0
Car_277,2023,First Owner,4,2000 CC,110 bhp,150 Nm,14,CNG,92,Park Street,Howrah,169,16,1436,Owner_277,WB0277,1008.5
Car_278,2019,First Owner,5,1500 CC,142 bhp,150 Nm,13,Petrol,103,Salt Lake,Howrah,275,5,487,Owner_278,WB0278,1557.5
Car_279,2022,Second Owner,5,2000 CC,82 bhp,150 Nm,19,CNG,103,Dumdum,Behala,241,8,445,Owner_279,WB0279,1400.5
Car_280,2015,First Owner,7,1500 CC,139 bhp,150 Nm,14,Diesel,99,Behala,Park Street,77,14,1332,Owner_280,WB0280,586.5
Car_281,2019,First Owner,7,1200 CC,75 bhp,150 Nm,18,Petrol,101,Salt Lake,Behala,37,7,1144,Owner_281,WB0281,337.5
Car_282,2017,Third Owner,4,1200 CC,121 bhp,150 Nm,23,Petrol,95,Howrah,Behala,125,14,1366,Owner_282,WB0282,872.5
Car_283,2015,First Owner,7,1500 CC,72 bhp,150 Nm,22,CNG,101,Dumdum,Howrah,60,19,1162,Owner_283,WB0283,467.0
Car_284,2018,Second Owner,4,2000 CC,132 bhp,150 Nm,12,CNG,103,Salt Lake,Park Street,190,16,1161,Owner_284,WB0284,1130.0
Car_285,2019,Second Owner,4,1800 CC,118 bhp,150 Nm,17,CNG,91,Behala,Salt Lake,269,9,1193,Owner_285,WB0285,1487.5
Car_286,2021,First Owner,7,1800 CC,145 bhp,150 Nm,14,Petrol,98,Park Street,Howrah,88,14,1143,Owner_286,WB0286,676.0
Car_287,2015,Third Owner,4,1200 CC,116 bhp,150 Nm,19,Petrol,99,Howrah,Salt Lake,282,17,1469,Owner_287,WB0287,1608.0
Car_288,2017,Third Owner,5,1800 CC,124 bhp,150 Nm,17,Diesel,106,Behala,Park Street,117,14,957,Owner_288,WB0288,772.5
Car_289,2016,First Owner,7,1200 CC,133 bhp,150 Nm,23,Petrol,106,Dumdum,Behala,83,17,925,Owner_289,WB0289,671.5
Car_290,2023,First Owner,5,1800 CC,134 bhp,150 Nm,13,Diesel,92,Dumdum,Dumdum,184,10,996,Owner_290,WB0290,1017.0
Car_291,2020,Second Owner,7,1500 CC,136 bhp,150 Nm,17,CNG,108,Park Street,Dumdum,193,6,1239,Owner_291,WB0291,1145.5
Car_292,2017,First Owner,4,1200 CC,84 bhp,150 Nm,18,CNG,90,Park Street,Park Street,32,11,402,Owner_292,WB0292,322.0
Car_293,2022,Third Owner,7,1200 CC,101 bhp,150 Nm,16,Petrol,101,Howrah,Dumdum,283,17,1451,Owner_293,WB0293,1591.5
Car_294,2022,First Owner,5,1500 CC,137 bhp,150 Nm,14,CNG,96,Howrah,Salt Lake,138,7,556,Owner_294,WB0294,967.0
Car_295,2016,Second Owner,4,1200 CC,87 bhp,150 Nm,15,CNG,93,Park Street,Dumdum,195,19,1254,Owner_295,WB0295,1171.5
Car_296,2020,Second Owner,7,1800 CC,112 bhp,150 Nm,15,Petrol,99,Park Street,Park Street,68,5,910,Owner_296,WB0296,534.0
Car_297,2021,Second Owner,7,1800 CC,104 bhp,150 Nm,17,Diesel,102,Dumdum,Park Street,10,14,1086,Owner_297,WB0297,95.0
Car_298,2016,Second Owner,7,1200 CC,147 bhp,150 Nm,21,Petrol,91,Park Street,Salt Lake,140,7,970,Owner_298,WB0298,953.0
Car_299,2016,Second Owner,5,1800 CC,127 bhp,150 Nm,12,Diesel,99,Salt Lake,Dumdum,76,13,1114,Owner_299,WB0299,583.0
Car_300,2015,First Owner,5,2000 CC,102 bhp,150 Nm,22,Petrol,93,Behala,Dumdum,294,14,638,Owner_300,WB0300,1645.0
Car_301,2022,First Owner,7,1200 CC,83 bhp,150 Nm,15,Petrol,107,Park Street,Behala,98,15,702,Owner_301,WB0301,808.0
Car_302,2015,First Owner,4,1500 CC,103 bhp,150 Nm,21,CNG,94,Howrah,Howrah,109,15,1006,Owner_302,WB0302,757.5
Car_303,2023,First Owner,4,2000 CC,130 bhp,150 Nm,24,Petrol,108,Salt Lake,Park Street,198,19,1390,Owner_303,WB0303,1093.0
Car_304,2020,Second Owner,5,1200 CC,73 bhp,150 Nm,15,Petrol,91,Howrah,Behala,250,10,733,Owner_304,WB0304,1446.0
Car_305,2021,Third Owner,4,1500 CC,128 bhp,150 Nm,21,Diesel,101,Salt Lake,Park Street,279,15,512,Owner_305,WB0305,1602.5
Car_306,2021,First Owner,5,1800 CC,98 bhp,150 Nm,12,CNG,106,Park Street,Behala,228,10,761,Owner_306,WB0306,1341.0
Car_307,2017,Third Owner,7,1500 CC,75 bhp,150 Nm,20,Diesel,99,Behala,Howrah,185,8,1200,Owner_307,WB0307,1073.5
Car_308,2016,First Owner,5,2000 CC,118 bhp,150 Nm,15,Diesel,91,Howrah,Behala,242,19,496,Owner_308,WB0308,1356.0
Car_309,2023,First Owner,5,1800 CC,109 bhp,150 Nm,18,CNG,95,Salt Lake,Park Street,160,12,415,Owner_309,WB0309,885.0
Car_310,2022,Third Owner,7,1200 CC,134 bhp,150 Nm,23,CNG,97,Dumdum,Dumdum,286,9,955,Owner_310,WB0310,1588.0
Car_311,2021,Second Owner,4,1800 CC,138 bhp,150 Nm,14,CNG,108,Park Street,Park Street,238,11,775,Owner_311,WB0311,1368.0
Car_312,2023,First Owner,5,1200 CC,96 bhp,150 Nm,21,Petrol,100,Behala,Salt Lake,180,13,1141,Owner_312,WB0312,1089.0
Car_313,2018,First Owner,5,1200 CC,149 bhp,150 Nm,23,CNG,101,Park Street,Salt Lake,232,17,789,Owner_313,WB0313,1287.0
Car_314,2018,First Owner,7,1500 CC,75 bhp,150 Nm,14,CNG,98,Dumdum,Salt Lake,222,17,1019,Owner_314,WB0314,1295.0
Car_315,2015,Third Owner,4,1500 CC,82 bhp,150 Nm,19,CNG,91,Behala,Salt Lake,291,18,1223,Owner_315,WB0315,1602.5
Car_316,2022,Second Owner,5,1500 CC,133 bhp,150 Nm,19,Diesel,97,Dumdum,Howrah,50,9,719,Owner_316,WB0316,487.0
Car_317,2017,Third Owner,7,2000 CC,131 bhp,150 Nm,22,Diesel,100,Park Street,Dumdum,131,15,595,Owner_317,WB0317,914.5
Car_318,2021,Third Owner,5,2000 CC,88 bhp,150 Nm,23,Petrol,93,Salt Lake,Dumdum,236,18,817,Owner_318,WB0318,1359.0
Car_319,2016,Second Owner,7,1500 CC,145 bhp,150 Nm,12,Diesel,99,Park Street,Park Street,97,9,1006,Owner_319,WB0319,732.5
Car_320,2016,Third Owner,4,2000 CC,149 bhp,150 Nm,21,Petrol,109,Park Street,Behala,276,18,967,Owner_320,WB0320,1536.0
Car_321,2021,Second Owner,4,1800 CC,112 bhp,150 Nm,13,Diesel,105,Park Street,Park Street,38,8,943,Owner_321,WB0321,340.0
Car_322,2020,First Owner,4,1800 CC,143 bhp,150 Nm,19,CNG,97,Howrah,Park Street,256,10,630,Owner_322,WB0322,1487.0
Car_323,2017,Second Owner,4,2000 CC,89 bhp,150 Nm,12,Diesel,93,Dumdum,Park Street,253,6,1283,Owner_323,WB0323,1477.5
Car_324,2023,First Owner,5,2000 CC,137 bhp,150 Nm,23,Petrol,99,Dumdum,Park Street,70,7,920,Owner_324,WB0324,567.0
Car_325,2020,Third Owner,5,1800 CC,113 bhp,150 Nm,19,Diesel,101,Dumdum,Dumdum,156,5,1102,Owner_325,WB0325,930.0
Car_326,2020,Third Owner,4,1200 CC,92 bhp,150 Nm,19,CNG,103,Howrah,Behala,183,6,1245,Owner_326,WB0326,1008.5
Car_327,2015,First Owner,4,1800 CC,71 bhp,150 Nm,13,Petrol,105,Salt Lake,Park Street,287,6,1072,Owner_327,WB0327,1649.5
Car_328,2018,Third Owner,4,1800 CC,91 bhp,150 Nm,15,CNG,107,Park Street,Dumdum,151,12,420,Owner_328,WB0328,867.5
Car_329,2020,Second Owner,5,2000 CC,126 bhp,150 Nm,17,CNG,101,Salt Lake,Park Street,53,12,987,Owner_329,WB0329,464.5
Car_330,2020,First Owner,4,1800 CC,141 bhp,150 Nm,23,Petrol,107,Howrah,Salt Lake,153,6,1297,Owner_330,WB0330,916.5
Car_331,2019,Third Owner,4,2000 CC,76 bhp,150 Nm,22,CNG,96,Dumdum,Park Street,64,17,770,Owner_331,WB0331,523.0
Car_332,2015,First Owner,4,2000 CC,147 bhp,150 Nm,20,CNG,109,Park Street,Park Street,170,18,477,Owner_332,WB0332,1029.0
Car_333,2022,Second Owner,7,1500 CC,125 bhp,150 Nm,19,Diesel,96,Behala,Howrah,294,10,1047,Owner_333,WB0333,1705.0
Car_334,2019,Second Owner,4,1800 CC,136 bhp,150 Nm,23,CNG,98,Behala,Salt Lake,207,19,539,Owner_334,WB0334,1217.5
Car_335,2019,Third Owner,7,1200 CC,85 bhp,150 Nm,19,CNG,90,Salt Lake,Behala,168,9,952,Owner_335,WB0335,986.0
Car_336,2021,Second Owner,7,1500 CC,120 bhp,150 Nm,18,CNG,95,Dumdum,Park Street,89,7,1397,Owner_336,WB0336,708.5
Car_337,2018,First Owner,4,2000 CC,149 bhp,150 Nm,24,CNG,95,Behala,Behala,40,9,681,Owner_337,WB0337,403.0
Car_338,2020,Second Owner,7,2000 CC,141 bhp,150 Nm,20,Petrol,101,Salt Lake,Salt Lake,121,9,839,Owner_338,WB0338,839.5
Car_339,2018,First Owner,4,1200 CC,81 bhp,150 Nm,13,Diesel,101,Howrah,Park Street,55,9,669,Owner_339,WB0339,489.5
Car_340,2017,First Owner,5,2000 CC,122 bhp,150 Nm,14,CNG,99,Salt Lake,Howrah,214,7,1145,Owner_340,WB0340,1253.0
Car_341,2021,Second Owner,5,1800 CC,144 bhp,150 Nm,21,CNG,95,Salt Lake,Dumdum,61,19,503,Owner_341,WB0341,527.5
Car_342,2022,Third Owner,5,1500 CC,74 bhp,150 Nm,19,Petrol,106,Salt Lake,Howrah,147,7,1165,Owner_342,WB0342,1030.5
Car_343,2018,Second Owner,5,2000 CC,96 bhp,150 Nm,17,CNG,108,Park Street,Howrah,83,8,494,Owner_343,WB0343,658.5
Car_344,2016,First Owner,7,2000 CC,81 bhp,150 Nm,21,Petrol,107,Salt Lake,Dumdum,50,11,1128,Owner_344,WB0344,428.0
Car_345,2017,First Owner,4,1200 CC,86 bhp,150 Nm,20,Diesel,95,Salt Lake,Dumdum,86,16,879,Owner_345,WB0345,646.0
Car_346,2015,Second Owner,4,1800 CC,75 bhp,150 Nm,21,Diesel,108,Park Street,Dumdum,196,16,1179,Owner_346,WB0346,1176.0
Car_347,2022,Third Owner,4,2000 CC,74 bhp,150 Nm,15,CNG,99,Park Street,Park Street,61,16,412,Owner_347,WB0347,500.5
Car_348,2017,Third Owner,5,1200 CC,126 bhp,150 Nm,19,CNG,97,Howrah,Behala,96,18,1000,Owner_348,WB0348,786.0
Car_349,2021,First Owner,5,2000 CC,97 bhp,150 Nm,21,CNG,95,Dumdum,Behala,118,6,494,Owner_349,WB0349,834.0
Car_350,2019,First Owner,4,1200 CC,147 bhp,150 Nm,14,Petrol,96,Behala,Dumdum,234,14,692,Owner_350,WB0350,1362.0
Car_351,2019,Third Owner,5,1200 CC,138 bhp,150 Nm,14,CNG,90,Behala,Howrah,257,8,424,Owner_351,WB0351,1495.5
Car_352,2021,Second Owner,4,1800 CC,128 bhp,150 Nm,19,CNG,107,Salt Lake,Salt Lake,78,8,1338,Owner_352,WB0352,658.0
Car_353,2023,First Owner,4,2000 CC,102 bhp,150 Nm,16,Diesel,109,Howrah,Dumdum,129,5,1161,Owner_353,WB0353,899.5
Car_354,2019,First Owner,4,1800 CC,131 bhp,150 Nm,14,CNG,101,Salt Lake,Howrah,76,14,1053,Owner_354,WB0354,570.0
Car_355,2015,Third Owner,4,1200 CC,119 bhp,150 Nm,21,Diesel,105,Behala,Howrah,70,12,1384,Owner_355,WB0355,541.0
Car_356,2015,Second Owner,4,1500 CC,88 bhp,150 Nm,22,CNG,99,Park Street,Park Street,200,5,1037,Owner_356,WB0356,1115.0
Car_357,2016,Third Owner,4,2000 CC,138 bhp,150 Nm,12,Diesel,99,Dumdum,Park Street,198,12,890,Owner_357,WB0357,1097.0
Car_358,2020,Second Owner,4,1500 CC,135 bhp,150 Nm,14,CNG,103,Howrah,Behala,160,11,974,Owner_358,WB0358,932.0
Car_359,2023,Second Owner,5,2000 CC,116 bhp,150 Nm,23,Diesel,109,Park Street,Behala,295,13,693,Owner_359,WB0359,1694.5
Car_360,2022,Second Owner,4,1800 CC,108 bhp,150 Nm,20,Petrol,99,Dumdum,Salt Lake,105,12,1295,Owner_360,WB0360,740.5
Car_361,2019,First Owner,4,1800 CC,137 bhp,150 Nm,16,Diesel,99,Howrah,Salt Lake,272,9,439,Owner_361,WB0361,1504.0
Car_362,2015,Third Owner,5,1800 CC,102 bhp,150 Nm,23,Diesel,100,Howrah,Salt Lake,106,12,1175,Owner_362,WB0362,700.0
Car_363,2021,Third Owner,5,1800 CC,82 bhp,150 Nm,21,Diesel,91,Behala,Salt Lake,122,18,919,Owner_363,WB0363,833.0
Car_364,2019,Second Owner,5,1800 CC,123 bhp,150 Nm,13,CNG,109,Park Street,Howrah,134,19,945,Owner_364,WB0364,885.0
Car_365,2020,First Owner,4,1500 CC,76 bhp,150 Nm,18,CNG,97,Howrah,Howrah,141,15,635,Owner_365,WB0365,981.5
Car_366,2021,First Owner,7,1800 CC,148 bhp,150 Nm,13,CNG,96,Howrah,Behala,130,14,862,Owner_366,WB0366,919.0
Car_367,2017,Third Owner,7,1200 CC,83 bhp,150 Nm,15,Petrol,97,Dumdum,Park Street,206,16,882,Owner_367,WB0367,1143.0
Car_368,2017,First Owner,5,1200 CC,88 bhp,150 Nm,23,Petrol,90,Behala,Park Street,131,19,829,Owner_368,WB0368,858.5
